p,Delta_p,HS_off
859,-0.11439750805162839,0.8990987324086661
863,-0.11285109991951703,0.8960980966427063
877,-0.1192096052775416,0.8903230005717531
881,-0.12059480725614499,0.8903998760382937
883,-0.11984695346778745,0.8828104200500008
887,-0.12070297438147025,0.8790592040758543
907,-0.12150049594869478,0.8702705188270305
911,-0.12096745243203852,0.8726232494412967
919,-0.11759684291504571,0.8609491325799932
929,-0.12338275693733469,0.8568875818304028
937,-0.12751682840102585,0.852144048033459
941,-0.12921003452620894,0.8536274955812453
947,-0.13000111694665226,0.8437400867932969
953,-0.1316735471564346,0.8436264437215802
967,-0.13351187053335345,0.8377039061705683
971,-0.13349749739656303,0.8339960336009253
977,-0.13298171134950476,0.8345290967962856
983,-0.13016787260943066,0.8238777910453773
991,-0.12997904496425144,0.820772997946104
997,-0.12929096265050222,0.8208624903960533
1009,-0.12625272503772614,0.8171950251287422
1013,-0.12452978645847187,0.8140714304170599
1019,-0.11962014679583333,0.8067745331061799
1021,-0.11883166386910074,0.8073830957994392
1031,-0.11420604749748269,0.8026145482401728
1033,-0.1131397540683113,0.8022946469241049
1039,-0.10963152902073307,0.7990091822380285
1049,-0.10842572283992016,0.7941873250890408
1051,-0.10670502563672393,0.7887812610783326
1061,-0.1079436829551856,0.7845963958598529
1063,-0.10804690298114768,0.7841272899882086
1069,-0.10805238935058255,0.7839395477221947
1087,-0.10229615369861611,0.7711464550205114
1091,-0.10162751777785797,0.7714767143624248
1093,-0.10123184621631717,0.7711769204151748
1097,-0.10031665520381412,0.7668666229331306
1103,-0.09862842228122992,0.7674552623432308
1109,-0.09654458513544942,0.7650661625096924
1117,-0.09306680012356972,0.7621863477299364
1123,-0.09121236550379896,0.7597700571772005
1129,-0.09377737102685804,0.7539518077570941
1151,-0.10654077992273996,0.7475429848807996
1153,-0.10743592558011546,0.7470797119703131
1163,-0.11091184310769782,0.7438615108437956
1171,-0.11163445587735452,0.7343714509825979
1181,-0.11434020058052832,0.7322079856331398
1187,-0.11548746887958448,0.7311619186243119
1193,-0.11625882232388704,0.7298276845923981
1201,-0.11660033525021787,0.7264477119018146
1213,-0.11405476450553026,0.7164942515509904
1217,-0.11384484547018525,0.7175486970001107
1223,-0.1132786935884294,0.7143742109580107
1229,-0.11241124590281912,0.7150343077719836
1231,-0.11205459073510651,0.7148859567153061
1237,-0.1107750549058332,0.7099392757542532
1249,-0.10484180984433318,0.7030576211025518
1259,-0.10156408052783503,0.7013758117682195
1277,-0.09411098993074907,0.6954401083358648
1279,-0.09316648334491215,0.6939787750255587
1283,-0.0912082324668691,0.6952876370806522
1289,-0.08579393408792883,0.6887332253034929
1291,-0.08474324703295166,0.6869660279490442
1297,-0.08148655881526942,0.6857059059836392
1301,-0.07923271095388346,0.6857389008537857
1303,-0.07808236294454157,0.6843892397278634
1307,-0.07573726859539961,0.6825531911193704
1319,-0.06838670815668488,0.6800917722452944
1321,-0.06712269737175532,0.6789813990610118
1327,-0.06328706976471703,0.6802941753639039
1361,-0.06014589704501589,0.6668216713124906
1367,-0.063880171174676,0.6640684957276788
1373,-0.06759311450800835,0.663896448966569
1381,-0.07200406398245845,0.6557581293774112
1399,-0.0806930831734044,0.6531333389251869
1409,-0.08501321580355468,0.6491017997395306
1423,-0.09006741493603679,0.6407698995915875
1427,-0.09129138678033509,0.6408368377843777
1429,-0.0918768814109235,0.6408358999637147
1433,-0.09299600372288942,0.6399864003604513
1439,-0.09454918365509926,0.6369434107262925
1447,-0.09640186653545049,0.6371516700121567
1451,-0.09724500432380583,0.6353698906958539
1453,-0.09764887554389627,0.6358577047047634
1459,-0.09880814715773864,0.6344819410757164
1471,-0.09978099030381005,0.6253795081340965
1481,-0.10041191177216124,0.6243586198955954
1483,-0.10049019655299495,0.623041865351805
1487,-0.100601802542689,0.6222114349168832
1489,-0.10063600422409927,0.6222526376193726
1493,-0.10066386863714273,0.6223372935336635
1499,-0.10061450887145984,0.6201932517456632
1511,-0.10031620019646804,0.6187480307585909
1523,-0.09797043044971605,0.6117752121409151
1531,-0.09675235172683916,0.6085614535657887
1543,-0.09455702230079976,0.6064924435951878
1549,-0.09332408046614592,0.6060164599236554
1553,-0.09246707122684253,0.6058226505858012
1559,-0.09116136533693284,0.6046161690668033
1567,-0.08970324731581078,0.6018535449108142
1571,-0.08660432000166807,0.5974418861795415
1579,-0.08409132838667333,0.5947586089736455
1583,-0.08277669439221444,0.5934118121715819
1597,-0.07792254129328591,0.5919825247035854
1601,-0.07724324082442163,0.5933534259292036
1607,-0.07892299657072716,0.591054436117578
1609,-0.07946589371943194,0.5904739620586845
1613,-0.08053265768668776,0.5881062261448643
1619,-0.08119901875332658,0.5836688086712928
1621,-0.0816321404904424,0.5837011159821914
1627,-0.08286095649863105,0.5813261533882591
1637,-0.08467349663747537,0.5802264530575503
1657,-0.08742206744060514,0.5779346058363684
1663,-0.08802665333764106,0.5746940089751715
1667,-0.08838070245996457,0.5753841424538405
1669,-0.0885480776896165,0.5751204051674388
1693,-0.08805541394380402,0.5654543217581235
1697,-0.08802112406391002,0.5641130029725806
1699,-0.08798643985248758,0.564224123162356
1709,-0.08763750087624475,0.5641553629780194
1721,-0.08682252680980992,0.5626323484239615
1723,-0.08663825665089181,0.5622365335738594
1733,-0.08411121620972394,0.5540639848003022
1741,-0.08315588602685241,0.5538329682257895
1747,-0.08232785712345662,0.5518587782751864
1753,-0.08151082817868756,0.5512548653195807
1759,-0.08253463848176654,0.5528104818048918
1777,-0.08495373834821465,0.5502879967357203
1783,-0.08449429728319668,0.5425780579567324
1787,-0.08488360286337565,0.5413489417020912
1789,-0.08506196268755938,0.5412132697669324
1801,-0.08614811853342333,0.5392998023031479
1811,-0.08679130261454704,0.5397957586933577
1823,-0.08716139063608164,0.5369158348395899
1831,-0.08711644393936888,0.5378789039326582
1847,-0.08489821897458223,0.5292050528204395
1861,-0.08421165622785869,0.5254330189027645
1867,-0.0837572824551628,0.5266205788655156
1871,-0.08339783243755257,0.5259390564727695
1873,-0.08320030803633392,0.5257594695102803
1877,-0.08276757097085047,0.5241625718955925
1879,-0.08253119982007852,0.5250065502416064
1889,-0.08126154889593676,0.5249356542835821
1901,-0.07770753016435768,0.5163326477648238
1907,-0.07694052784040725,0.5165022963270411
1913,-0.07609493268059933,0.5141459191892399
1931,-0.07712176755727006,0.5122681694262987
1933,-0.0772961449692003,0.5121244426245007
1949,-0.07806188986784265,0.5106766886692133
1951,-0.07801794306702317,0.5091205063583952
1973,-0.07744313830617296,0.5013715742768586
1979,-0.07752818575629805,0.5007966244163353
1987,-0.07748489464831754,0.5000434377431378
1993,-0.07732546095495986,0.49953180962626514
1997,-0.0771518179268563,0.5006850183138399
1999,-0.07704262555465041,0.500417314446308
