p,Delta_p,HS_off
1451,-0.13955131365327397,1.0452972917266794
1453,-0.1390951446680364,1.0448833325919864
1459,-0.13739174181804809,1.0428762205004665
1471,-0.1324725330803963,1.0402978633036781
1481,-0.1266525965234557,1.0379922526432068
1483,-0.12264361476451607,1.0305991113890118
1487,-0.12023495035547851,1.0290726210813308
1489,-0.1189669980776935,1.0290016097909596
1493,-0.11630698779269488,1.0280282575568576
1499,-0.11201625463413835,1.0263739368183848
1511,-0.10241698984129978,1.0222055437753323
1523,-0.09158358969590186,1.0183520351502142
1531,-0.0843320631325826,1.0159756412204055
1543,-0.07795358670559532,1.0148472549503873
1549,-0.07440626377671894,1.0058305735192887
1553,-0.07344907138993419,1.0053331103238223
1559,-0.07737476836757225,1.0040202826566496
1567,-0.08544680204035873,1.0019369532166897
1571,-0.08928556230996196,1.000916844416909
1579,-0.096549807347901,0.9980585737461054
1583,-0.09996837852415993,0.9970113586014802
1597,-0.11076095966927699,0.992625050194791
1601,-0.11349966861618478,0.9933145693226041
1607,-0.11731437075385932,0.9912653277601752
1609,-0.11850751052044693,0.9907403753519578
1613,-0.12077962462897895,0.989528431042361
1619,-0.12267219037317018,0.9819233890323606
1621,-0.12361144798694197,0.9819936384275154
1627,-0.12619037676699552,0.9804566833954235
1637,-0.12969326097203138,0.9781462217616446
1657,-0.13376613849662594,0.9710384918737727
1663,-0.13425525017229256,0.9701946139931181
1667,-0.13440586249977038,0.9694770518031931
1669,-0.13443113716457777,0.9701726748812161
1693,-0.13028030640586596,0.958300492796163
1697,-0.1292059266319202,0.9570015228155728
1699,-0.12861772908422653,0.9564762342987533
1709,-0.1251847305717021,0.9543212933008769
1721,-0.12005132868670183,0.9505274202310842
1723,-0.11909654128184863,0.9499311294578878
1733,-0.11394126004592886,0.9468577926479999
1741,-0.10942051658257371,0.9471177080677297
1747,-0.10586440616627026,0.9450311315811647
1753,-0.10228397183616117,0.9429637342630065
1759,-0.09690011576554487,0.9354485975212752
1777,-0.08283174537838128,0.932293721738749
1783,-0.08113368616221675,0.9311577773084335
1787,-0.08191307972650927,0.9297015798165477
1789,-0.08227417708988533,0.9293967460675115
1801,-0.0840421258606269,0.9251384166611427
1811,-0.08500149880726876,0.9242507473606868
1823,-0.0855712555554946,0.9217149046439981
1831,-0.0884453383182228,0.9196955117187638
1847,-0.09408347541027592,0.9112679744811955
1861,-0.0980898898503843,0.9083794103524399
1867,-0.10003270327529099,0.9070975853277138
1871,-0.10177125676348348,0.9056612457264129
1873,-0.10260653329710318,0.9050286016899086
1877,-0.10420976059631588,0.9034922311730044
1879,-0.10497809410321024,0.9027909218724965
1889,-0.10849824254659671,0.9023547143977362
1901,-0.1120934298879263,0.8995204266765062
1907,-0.11374603452826429,0.8979784447849113
1913,-0.11430782961091733,0.8918948404785302
1931,-0.11629923680207194,0.8889114815691611
1933,-0.11639664851721403,0.8886905685222658
1949,-0.11630535483725751,0.8848136747302023
1951,-0.11618699108040859,0.8840670927797437
1973,-0.11338781270146817,0.8811523852802186
1979,-0.11217036583170359,0.8792464133712041
1987,-0.11026949854451451,0.8772776106033817
1993,-0.1067644588691444,0.8709468715819326
1997,-0.10558961323460471,0.8710328184273352
1999,-0.10497265413891348,0.8709561796032382
