p,Delta_p,HS_off
3947,-0.07154233985294846,0.5769634108640815
3967,-0.07275924499206177,0.5732114788616136
3989,-0.0742836136762784,0.5699720944528642
4001,-0.0749266046917922,0.571129708856624
4003,-0.07502108695460352,0.5709099777441521
4007,-0.07519932680742614,0.5695661712472986
4013,-0.07544018709903146,0.5687702877805311
4019,-0.07564983011741405,0.5684057845514814
4021,-0.07571291046913327,0.5683169825378703
4027,-0.07588228001757576,0.56817961541097
4049,-0.07627792745563594,0.5672174519750203
4051,-0.07630200752804056,0.5668035718471119
4057,-0.076392895985676,0.5672744982797435
4073,-0.07532273893497152,0.5623620944150477
4079,-0.07518179465936078,0.5617627676370863
4091,-0.07481095165568244,0.5625209671483248
4093,-0.07473789093295925,0.5623721046043846
4099,-0.07449996639289916,0.5605126820690822
4111,-0.07394283222830504,0.5597773129822414
4127,-0.07304625207597143,0.5598497433924479
4129,-0.07292342890433742,0.5594726732011545
4133,-0.07267193778165024,0.5585171582005758
4139,-0.07228350928370408,0.5587344429626073
4153,-0.0704377035505114,0.5557255700607977
4157,-0.07007305102733817,0.5550869599993675
4159,-0.06988642683749258,0.5548619578432185
4177,-0.06808236034645596,0.5533324749774461
4201,-0.06535584825330053,0.5510288930805163
4211,-0.06412541183286583,0.5516505944009296
4217,-0.06336488696074868,0.5517092956611394
4219,-0.06310815892763372,0.5515704744887849
4229,-0.06180607323789391,0.549419257062062
4231,-0.06154332034886518,0.5492985997568303
4241,-0.0602415194474769,0.5499994716511394
4243,-0.05999334766272179,0.5500511597001176
4253,-0.057663812445642275,0.546062015422656
4259,-0.056711581471979605,0.5453224374761895
4261,-0.05639025193190319,0.5450735229501665
4271,-0.05475554233999394,0.5449575533290277
4273,-0.05442320518155187,0.5452418454924046
4283,-0.05273636144675878,0.5442540979487989
4289,-0.05170543574268566,0.542518021925347
4297,-0.050311192815305605,0.5427054031540743
4327,-0.050170539434712516,0.5407445315784556
4337,-0.05093361997976237,0.5415258791845153
4339,-0.05108676427872994,0.5416553296209848
4349,-0.051389542096590426,0.5374415166628195
4357,-0.051843219556678186,0.5368945082742871
4363,-0.052162375207158815,0.537147472942218
4373,-0.0526541802816636,0.5371688049470007
4391,-0.05341387794045621,0.5346927852384609
4397,-0.053631667042117984,0.5347935935442534
4409,-0.054015349760441686,0.5340351865002341
4421,-0.054332760074152324,0.5324985453001809
4423,-0.054379662377957855,0.5326711396707215
4441,-0.054755977824909194,0.532473567521762
4447,-0.054310722640781184,0.5290777077888469
4451,-0.05433075829468018,0.5291197577154922
4457,-0.05434579525332618,0.5288118216038484
4463,-0.05434289959855988,0.5290730895103489
4481,-0.05422772844360997,0.526435906536771
4483,-0.05420517350057803,0.5261752294554336
4493,-0.05428619231936386,0.5268301320072959
4507,-0.05601659297769994,0.5257632575164499
4513,-0.05673319200335861,0.5258452451792422
4517,-0.05720361775707218,0.5249491313820136
4519,-0.05743688094637338,0.5247139479802565
4523,-0.05790006932663978,0.5245579076138458
4547,-0.06032893491317586,0.520947286332111
4549,-0.06051335413091462,0.5209735411483237
4561,-0.0615712306892381,0.5210909076892576
4567,-0.062069047053665095,0.5203727509697336
4583,-0.06329636775448122,0.5182865114863348
4591,-0.06385629810263688,0.5190768431755466
4597,-0.0642533135066691,0.5187440995521202
4603,-0.06463114802005815,0.5179402762247713
4621,-0.0656565064561431,0.5167368803580646
4637,-0.06645947579608616,0.516306686076793
4639,-0.06655737550930119,0.5161280416508981
4643,-0.06676081283135846,0.516048158465428
4649,-0.06642246278890701,0.5130298387915418
4651,-0.06648450123282872,0.5130949541387952
4657,-0.06665634899518008,0.5133340492328039
4663,-0.06680688859196125,0.5130987917724357
4673,-0.06701080261372978,0.5116779241303059
4679,-0.06710521391363083,0.51106957308688
4691,-0.06723203601302384,0.5108811570398658
4703,-0.06727772900934398,0.5102550122817845
4721,-0.06719971286698977,0.5092082519458812
4723,-0.06718064289416512,0.5090247836227868
4729,-0.0671116421530184,0.5089253015791462
4733,-0.06705625964152924,0.5091035394303965
4751,-0.06676013145983464,0.5079537122687594
4759,-0.06568563884453574,0.5056796142074516
4783,-0.06477768827908585,0.5033777956036654
4787,-0.06459635762301148,0.5027733360474871
4789,-0.06450252230074953,0.5028629186962009
4793,-0.06430854153823386,0.5032313500455367
4799,-0.06400188318398956,0.5037631552440616
4801,-0.06389550349915563,0.5037001304353477
4813,-0.06321393013205945,0.5011627281618929
